"ProcessId","ParentProcessId","CommandLine"
"11380","15228","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.107\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=zh-CN --service-sandbox-type=none --noerrdialogs --user-data-dir=""C:\Users\liuqi\AppData\Local\com.chao.snowshot\EBWebView"" --webview-exe-name=snowshot.exe --webview-exe-version=0.7.8-beta --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --startup-read-main-dll --metrics-shmem-handle=2080,i,9262110237812930578,2456346154807171833,524288 --field-trial-handle=1976,i,17172381932618029303,1330451571599135310,262144 --disable-features=msPdfOOUI,msSmartScreenProtection,msWebOOUI --variations-seed-version --pseudonymization-salt-handle=1992,i,11794626409592694534,15745939651447811641,4 --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2052 /prefetch:11 /pfhostedapp:4e19f0868586f7aa02a47465eafb6e19e1a696a1"
"9780","15228","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.107\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=zh-CN --service-sandbox-type=service --noerrdialogs --user-data-dir=""C:\Users\liuqi\AppData\Local\com.chao.snowshot\EBWebView"" --webview-exe-name=snowshot.exe --webview-exe-version=0.7.8-beta --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --startup-read-main-dll --metrics-shmem-handle=2528,i,6741215684335848953,7874854063819160174,524288 --field-trial-handle=1976,i,17172381932618029303,1330451571599135310,262144 --disable-features=msPdfOOUI,msSmartScreenProtection,msWebOOUI --variations-seed-version --pseudonymization-salt-handle=1992,i,11794626409592694534,15745939651447811641,4 --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2540 /prefetch:13 /pfhostedapp:4e19f0868586f7aa02a47465eafb6e19e1a696a1"
"14868","15228","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.107\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\liuqi\AppData\Local\com.chao.snowshot\EBWebView"" --webview-exe-name=snowshot.exe --webview-exe-version=0.7.8-beta --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --autoplay-policy=no-user-gesture-required --video-capture-use-gpu-memory-buffer --lang=zh-CN --js-flags=--expose-gc --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1788320758826559 --launch-time-ticks=34164426 --ssd-no-pressure-read-main-dll --metrics-shmem-handle=3264,i,7122546182643897686,9192221467986757517,2097152 --field-trial-handle=1976,i,17172381932618029303,1330451571599135310,262144 --disable-features=msPdfOOUI,msSmartScreenProtection,msWebOOUI --variations-seed-version --pseudonymization-salt-handle=1992,i,11794626409592694534,15745939651447811641,4 --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=3272 /pfhostedapp:4e19f0868586f7aa02a47465eafb6e19e1a696a1 /prefetch:1"
"15780","15228","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.107\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\liuqi\AppData\Local\com.chao.snowshot\EBWebView"" --webview-exe-name=snowshot.exe --webview-exe-version=0.7.8-beta --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --autoplay-policy=no-user-gesture-required --video-capture-use-gpu-memory-buffer --lang=zh-CN --js-flags=--expose-gc --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1788320758826559 --launch-time-ticks=40046828 --skip-read-main-dll --metrics-shmem-handle=5024,i,7773496830866295849,12012552412141544545,2097152 --field-trial-handle=1976,i,17172381932618029303,1330451571599135310,262144 --disable-features=msPdfOOUI,msSmartScreenProtection,msWebOOUI --variations-seed-version --pseudonymization-salt-handle=1992,i,11794626409592694534,15745939651447811641,4 --trace-process-track-uuid=3190708991934122588 --mojo-platform-channel-handle=5520 /pfhostedapp:4e19f0868586f7aa02a47465eafb6e19e1a696a1 /prefetch:1"
"16016","15228","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.107\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\liuqi\AppData\Local\com.chao.snowshot\EBWebView"" --webview-exe-name=snowshot.exe --webview-exe-version=0.7.8-beta --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --autoplay-policy=no-user-gesture-required --video-capture-use-gpu-memory-buffer --lang=zh-CN --js-flags=--expose-gc --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1788320758826559 --launch-time-ticks=40202914 --skip-read-main-dll --metrics-shmem-handle=5268,i,9164134707385922443,7767259946669443311,2097152 --field-trial-handle=1976,i,17172381932618029303,1330451571599135310,262144 --disable-features=msPdfOOUI,msSmartScreenProtection,msWebOOUI --variations-seed-version --pseudonymization-salt-handle=1992,i,11794626409592694534,15745939651447811641,4 --trace-process-track-uuid=3190708992871164437 --mojo-platform-channel-handle=3384 /pfhostedapp:4e19f0868586f7aa02a47465eafb6e19e1a696a1 /prefetch:1"
"16320","15228","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.107\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\liuqi\AppData\Local\com.chao.snowshot\EBWebView"" --webview-exe-name=snowshot.exe --webview-exe-version=0.7.8-beta --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --autoplay-policy=no-user-gesture-required --video-capture-use-gpu-memory-buffer --lang=zh-CN --js-flags=--expose-gc --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1788320758826559 --launch-time-ticks=40399003 --skip-read-main-dll --metrics-shmem-handle=5760,i,9802196507445495112,7812714149408137195,2097152 --field-trial-handle=1976,i,17172381932618029303,1330451571599135310,262144 --disable-features=msPdfOOUI,msSmartScreenProtection,msWebOOUI --variations-seed-version --pseudonymization-salt-handle=1992,i,11794626409592694534,15745939651447811641,4 --trace-process-track-uuid=3190708993808206286 --mojo-platform-channel-handle=5140 /pfhostedapp:4e19f0868586f7aa02a47465eafb6e19e1a696a1 /prefetch:1"
"12104","7872","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.107\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=clash-verge.exe --webview-exe-version=2.5.2 --user-data-dir=""C:\Users\liuqi\AppData\Local\io.github.clash-verge-rev.clash-verge-rev\EBWebView"" --noerrdialogs --embedded-browser-webview-dpi-awareness=2 --autoplay-policy=no-user-gesture-required --disable-features=msWebOOUI,msPdfOOUI,msSmartScreenProtection --lang=zh-CN --mojo-named-platform-channel-pipe=7872.12100.4793360607962246522 /pfhostedapp:78bfb638ab36cec2f7b4a37ad418cd27c107b1f5"
"8484","12104","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.107\msedgewebview2.exe"" --type=crashpad-handler --user-data-dir=C:\Users\liuqi\AppData\Local\io.github.clash-verge-rev.clash-verge-rev\EBWebView /prefetch:4 /pfhostedapp:78bfb638ab36cec2f7b4a37ad418cd27c107b1f5 --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\liuqi\AppData\Local\io.github.clash-verge-rev.clash-verge-rev\EBWebView\Crashpad --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=151.0.7922.174 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.107\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=151.0.4129.107 --initial-client-data=0x174,0x178,0x17c,0x150,0x184,0x7ffd1dbb65f0,0x7ffd1dbb6600,0x7ffd1dbb6610"
"2648","12104","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.107\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\liuqi\AppData\Local\io.github.clash-verge-rev.clash-verge-rev\EBWebView"" --webview-exe-name=clash-verge.exe --webview-exe-version=2.5.2 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --gpu-preferences=WAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAQAAAAAAAAAADAAAAAAAAADgAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAKAAAAAAAAAAoAAAAAAAAAAgAAAAAAAAAEAAAAAIAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --startup-read-main-dll --metrics-shmem-handle=1856,i,13117341598786314344,12778619526195544515,262144 --field-trial-handle=1960,i,3378997146547569041,15019309443029948574,262144 --disable-features=msPdfOOUI,msSmartScreenProtection,msWebOOUI --variations-seed-version --pseudonymization-salt-handle=1956,i,10112547223883750066,16594467694613198316,4 --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=1948 /prefetch:2 /pfhostedapp:78bfb638ab36cec2f7b4a37ad418cd27c107b1f5"
"18828","12104","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.107\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=zh-CN --service-sandbox-type=none --noerrdialogs --user-data-dir=""C:\Users\liuqi\AppData\Local\io.github.clash-verge-rev.clash-verge-rev\EBWebView"" --webview-exe-name=clash-verge.exe --webview-exe-version=2.5.2 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --startup-read-main-dll --metrics-shmem-handle=2136,i,14687757849797376508,14598840021443032151,524288 --field-trial-handle=1960,i,3378997146547569041,15019309443029948574,262144 --disable-features=msPdfOOUI,msSmartScreenProtection,msWebOOUI --variations-seed-version --pseudonymization-salt-handle=1956,i,10112547223883750066,16594467694613198316,4 --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2176 /prefetch:11 /pfhostedapp:78bfb638ab36cec2f7b4a37ad418cd27c107b1f5"
"6780","12104","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.107\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=zh-CN --service-sandbox-type=service --noerrdialogs --user-data-dir=""C:\Users\liuqi\AppData\Local\io.github.clash-verge-rev.clash-verge-rev\EBWebView"" --webview-exe-name=clash-verge.exe --webview-exe-version=2.5.2 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --startup-read-main-dll --metrics-shmem-handle=2548,i,11977587929434044410,17627585490323139600,524288 --field-trial-handle=1960,i,3378997146547569041,15019309443029948574,262144 --disable-features=msPdfOOUI,msSmartScreenProtection,msWebOOUI --variations-seed-version --pseudonymization-salt-handle=1956,i,10112547223883750066,16594467694613198316,4 --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2564 /prefetch:13 /pfhostedapp:78bfb638ab36cec2f7b4a37ad418cd27c107b1f5"
"4572","12104","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.107\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\liuqi\AppData\Local\io.github.clash-verge-rev.clash-verge-rev\EBWebView"" --webview-exe-name=clash-verge.exe --webview-exe-version=2.5.2 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --autoplay-policy=no-user-gesture-required --video-capture-use-gpu-memory-buffer --lang=zh-CN --js-flags=--expose-gc --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1788320758826559 --launch-time-ticks=147178267 --ssd-no-pressure-read-main-dll --metrics-shmem-handle=4008,i,4356858780041175132,11299748587354760368,2097152 --field-trial-handle=1960,i,3378997146547569041,15019309443029948574,262144 --disable-features=msPdfOOUI,msSmartScreenProtection,msWebOOUI --variations-seed-version --pseudonymization-salt-handle=1956,i,10112547223883750066,16594467694613198316,4 --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=3948 /pfhostedapp:78bfb638ab36cec2f7b4a37ad418cd27c107b1f5 /prefetch:1"
"9028","2660","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.107\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=cc-switch.exe --webview-exe-version=3.20.1 --user-data-dir=""C:\Users\liuqi\AppData\Local\com.ccswitch.desktop\EBWebView"" --noerrdialogs --embedded-browser-webview-dpi-awareness=2 --autoplay-policy=no-user-gesture-required --disable-features=msWebOOUI,msPdfOOUI,msSmartScreenProtection --lang=zh-CN --mojo-named-platform-channel-pipe=2660.13868.14077825128586664308 /pfhostedapp:92c1e4542410558bc69ef9c1066e5be26bae648c"
"18340","9028","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.107\msedgewebview2.exe"" --type=crashpad-handler --user-data-dir=C:\Users\liuqi\AppData\Local\com.ccswitch.desktop\EBWebView /prefetch:4 /pfhostedapp:92c1e4542410558bc69ef9c1066e5be26bae648c --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\liuqi\AppData\Local\com.ccswitch.desktop\EBWebView\Crashpad --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=151.0.7922.174 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.107\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=151.0.4129.107 --initial-client-data=0x174,0x178,0x17c,0x150,0x184,0x7ffd1dbb65f0,0x7ffd1dbb6600,0x7ffd1dbb6610"
"5096","9028","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.107\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\liuqi\AppData\Local\com.ccswitch.desktop\EBWebView"" --webview-exe-name=cc-switch.exe --webview-exe-version=3.20.1 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --gpu-preferences=WAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAQAAAAAAAAAADAAAAAAAAADgAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAKAAAAAAAAAAoAAAAAAAAAAgAAAAAAAAAEAAAAAIAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --startup-read-main-dll --metrics-shmem-handle=1868,i,9664831266194239764,2973317761179489714,262144 --field-trial-handle=1964,i,8729773010064351626,5291043226491007238,262144 --disable-features=msPdfOOUI,msSmartScreenProtection,msWebOOUI --variations-seed-version --pseudonymization-salt-handle=1976,i,2613779330942304349,11943598603304214383,4 --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=1960 /prefetch:2 /pfhostedapp:92c1e4542410558bc69ef9c1066e5be26bae648c"
"13196","9028","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.107\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=zh-CN --service-sandbox-type=none --noerrdialogs --user-data-dir=""C:\Users\liuqi\AppData\Local\com.ccswitch.desktop\EBWebView"" --webview-exe-name=cc-switch.exe --webview-exe-version=3.20.1 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --startup-read-main-dll --metrics-shmem-handle=2176,i,10697594568201790405,10110550838099320548,524288 --field-trial-handle=1964,i,8729773010064351626,5291043226491007238,262144 --disable-features=msPdfOOUI,msSmartScreenProtection,msWebOOUI --variations-seed-version --pseudonymization-salt-handle=1976,i,2613779330942304349,11943598603304214383,4 --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2188 /prefetch:11 /pfhostedapp:92c1e4542410558bc69ef9c1066e5be26bae648c"
"5668","9028","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.107\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=zh-CN --service-sandbox-type=service --noerrdialogs --user-data-dir=""C:\Users\liuqi\AppData\Local\com.ccswitch.desktop\EBWebView"" --webview-exe-name=cc-switch.exe --webview-exe-version=3.20.1 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --startup-read-main-dll --metrics-shmem-handle=2576,i,3600165689116285764,16037829688840294452,524288 --field-trial-handle=1964,i,8729773010064351626,5291043226491007238,262144 --disable-features=msPdfOOUI,msSmartScreenProtection,msWebOOUI --variations-seed-version --pseudonymization-salt-handle=1976,i,2613779330942304349,11943598603304214383,4 --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2588 /prefetch:13 /pfhostedapp:92c1e4542410558bc69ef9c1066e5be26bae648c"
"18200","9028","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\151.0.4129.107\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\liuqi\AppData\Local\com.ccswitch.desktop\EBWebView"" --webview-exe-name=cc-switch.exe --webview-exe-version=3.20.1 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --autoplay-policy=no-user-gesture-required --video-capture-use-gpu-memory-buffer --lang=zh-CN --js-flags=--expose-gc --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1788320758826559 --launch-time-ticks=777045534 --ssd-no-pressure-read-main-dll --metrics-shmem-handle=3920,i,15179880082407628923,16229400601780078113,2097152 --field-trial-handle=1964,i,8729773010064351626,5291043226491007238,262144 --disable-features=msPdfOOUI,msSmartScreenProtection,msWebOOUI --variations-seed-version --pseudonymization-salt-handle=1976,i,2613779330942304349,11943598603304214383,4 --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=4000 /pfhostedapp:92c1e4542410558bc69ef9c1066e5be26bae648c /prefetch:1"
"28532","16604","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=PowerToys.Peek.UI.exe --webview-exe-version=0.100.2.0 --user-data-dir=""C:\Users\liuqi\AppData\LocalLow\Microsoft\PowerToys\Peek-Temp\EBWebView"" --noerrdialogs --block-new-web-contents --lang=zh-Hans-CN --mojo-named-platform-channel-pipe=16604.27716.17556161760603118300 /pfhostedapp:613496a60955f7a150e16ee0753d28a49ab79a7a"
"26156","28532","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --type=crashpad-handler --user-data-dir=C:\Users\liuqi\AppData\LocalLow\Microsoft\PowerToys\Peek-Temp\EBWebView /prefetch:4 /pfhostedapp:613496a60955f7a150e16ee0753d28a49ab79a7a --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\liuqi\AppData\LocalLow\Microsoft\PowerToys\Peek-Temp\EBWebView\Crashpad --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=152.0.7977.65 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=152.0.4191.53 --initial-client-data=0x174,0x178,0x17c,0x150,0x184,0x7ffc93eae2a0,0x7ffc93eae2b0,0x7ffc93eae2c0"
"24512","28532","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\liuqi\AppData\LocalLow\Microsoft\PowerToys\Peek-Temp\EBWebView"" --webview-exe-name=PowerToys.Peek.UI.exe --webview-exe-version=0.100.2.0 --embedded-browser-webview=1 --gpu-preferences=WAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAQAAAAAAAAAADAAAAAAAAADgAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAKAAAAAAAAAAoAAAAAAAAAAgAAAAAAAAAEAAAAAIAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --startup-read-main-dll --metrics-shmem-handle=1808,i,17564178181869163738,12807574257152966049,262144 --field-trial-handle=1884,i,2685210012701153278,15667404754470235565,262144 --variations-seed-version --pseudonymization-salt-handle=1900,i,5151587671210056257,17559777704147104301,4 --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=1864 /prefetch:2 /pfhostedapp:613496a60955f7a150e16ee0753d28a49ab79a7a"
"27952","28532","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=zh-CN --service-sandbox-type=none --noerrdialogs --user-data-dir=""C:\Users\liuqi\AppData\LocalLow\Microsoft\PowerToys\Peek-Temp\EBWebView"" --webview-exe-name=PowerToys.Peek.UI.exe --webview-exe-version=0.100.2.0 --embedded-browser-webview=1 --startup-read-main-dll --metrics-shmem-handle=2168,i,2837735769344880214,12944768469313695674,524288 --field-trial-handle=1884,i,2685210012701153278,15667404754470235565,262144 --variations-seed-version --pseudonymization-salt-handle=1900,i,5151587671210056257,17559777704147104301,4 --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2176 /prefetch:11 /pfhostedapp:613496a60955f7a150e16ee0753d28a49ab79a7a"
"28412","28532","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=zh-CN --service-sandbox-type=service --noerrdialogs --user-data-dir=""C:\Users\liuqi\AppData\LocalLow\Microsoft\PowerToys\Peek-Temp\EBWebView"" --webview-exe-name=PowerToys.Peek.UI.exe --webview-exe-version=0.100.2.0 --embedded-browser-webview=1 --startup-read-main-dll --metrics-shmem-handle=2552,i,399316111582528923,18001616197670908318,524288 --field-trial-handle=1884,i,2685210012701153278,15667404754470235565,262144 --variations-seed-version --pseudonymization-salt-handle=1900,i,5151587671210056257,17559777704147104301,4 --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2576 /prefetch:13 /pfhostedapp:613496a60955f7a150e16ee0753d28a49ab79a7a"
"26996","28532","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\liuqi\AppData\LocalLow\Microsoft\PowerToys\Peek-Temp\EBWebView"" --webview-exe-name=PowerToys.Peek.UI.exe --webview-exe-version=0.100.2.0 --embedded-browser-webview=1 --video-capture-use-gpu-memory-buffer --lang=zh-CN --js-flags --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --launch-time-ticks=12901805790 --ssd-no-pressure-read-main-dll --metrics-shmem-handle=4092,i,17316807123189312792,2300348560715389095,2097152 --field-trial-handle=1884,i,2685210012701153278,15667404754470235565,262144 --variations-seed-version --pseudonymization-salt-handle=1900,i,5151587671210056257,17559777704147104301,4 --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=3944 /pfhostedapp:613496a60955f7a150e16ee0753d28a49ab79a7a /prefetch:1"
"23288","30500","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=drift.exe --webview-exe-version=0.8.0 --user-data-dir=""C:\Users\liuqi\AppData\Local\com.proudzhao.drift\EBWebView"" --noerrdialogs --embedded-browser-webview-dpi-awareness=2 --autoplay-policy=no-user-gesture-required --disable-features=msWebOOUI,msPdfOOUI,msSmartScreenProtection --lang=zh-CN --mojo-named-platform-channel-pipe=30500.30576.1568363384560619244 /pfhostedapp:b22274a09c84cf71b78226c25a87ff018f366a3e"
"21040","23288","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --type=crashpad-handler --user-data-dir=C:\Users\liuqi\AppData\Local\com.proudzhao.drift\EBWebView /prefetch:4 /pfhostedapp:b22274a09c84cf71b78226c25a87ff018f366a3e --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\liuqi\AppData\Local\com.proudzhao.drift\EBWebView\Crashpad --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=152.0.7977.65 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=152.0.4191.53 --initial-client-data=0x180,0x184,0x188,0x15c,0x190,0x7ffc93eae2a0,0x7ffc93eae2b0,0x7ffc93eae2c0"
"33728","23288","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\liuqi\AppData\Local\com.proudzhao.drift\EBWebView"" --webview-exe-name=drift.exe --webview-exe-version=0.8.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --gpu-preferences=WAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAQAAAAAAAAAADAAAAAAAAADgAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAKAAAAAAAAAAoAAAAAAAAAAgAAAAAAAAAEAAAAAIAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --startup-read-main-dll --metrics-shmem-handle=1840,i,13784641234286475905,13138430147693245692,262144 --field-trial-handle=1948,i,14343639161037943066,15073727858977540799,262144 --disable-features=msPdfOOUI,msSmartScreenProtection,msWebOOUI --variations-seed-version --pseudonymization-salt-handle=1952,i,3278498748178953018,8946750219297320195,4 --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=1924 /prefetch:2 /pfhostedapp:b22274a09c84cf71b78226c25a87ff018f366a3e"
"26260","23288","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=zh-CN --service-sandbox-type=none --noerrdialogs --user-data-dir=""C:\Users\liuqi\AppData\Local\com.proudzhao.drift\EBWebView"" --webview-exe-name=drift.exe --webview-exe-version=0.8.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --startup-read-main-dll --metrics-shmem-handle=2132,i,16385828294892306749,384393642997984435,524288 --field-trial-handle=1948,i,14343639161037943066,15073727858977540799,262144 --disable-features=msPdfOOUI,msSmartScreenProtection,msWebOOUI --variations-seed-version --pseudonymization-salt-handle=1952,i,3278498748178953018,8946750219297320195,4 --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2192 /prefetch:11 /pfhostedapp:b22274a09c84cf71b78226c25a87ff018f366a3e"
"25788","23288","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=zh-CN --service-sandbox-type=service --noerrdialogs --user-data-dir=""C:\Users\liuqi\AppData\Local\com.proudzhao.drift\EBWebView"" --webview-exe-name=drift.exe --webview-exe-version=0.8.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --startup-read-main-dll --metrics-shmem-handle=2568,i,7922311988736045330,9458320921679711258,524288 --field-trial-handle=1948,i,14343639161037943066,15073727858977540799,262144 --disable-features=msPdfOOUI,msSmartScreenProtection,msWebOOUI --variations-seed-version --pseudonymization-salt-handle=1952,i,3278498748178953018,8946750219297320195,4 --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2580 /prefetch:13 /pfhostedapp:b22274a09c84cf71b78226c25a87ff018f366a3e"
